UID,Text,Income,Credit_Score,Loan_Amount,DTI_Ratio,Employment_Status,Approval, ITL 
10940,I want to make home improvements like installing solar panels.,"? 120,672.00",445,85241,24.95,unemployed,Rejected, 0.71 
10941,I need a loan to pay for a down payment on my first home.,"? 77,639.00",636,8677,63.18,employed,Rejected, 0.11 
10942,I need financial help to cover maternity and delivery expenses.,"? 199,718.00",773,79350,9.47,unemployed,Rejected, 0.40 
10943,I need money to invest in a franchise business opportunity.,"? 157,185.00",651,5828,3.26,unemployed,Rejected, 0.04 
10944,I need money to invest in stock trading and portfolio building.,"? 181,646.00",567,43911,19.23,employed,Approved, 0.24 
10945,I need a loan to pay for legal fees related to my business license.,"? 190,645.00",401,108893,15.96,employed,Rejected, 0.57 
10946,I need a loan to buy a reliable used car for work commuting.,"? 162,770.00",755,117312,26.16,employed,Rejected, 0.72 
10947,I need financial support to open a daycare center in my neighborhood.,"? 161,474.00",692,85856,12.53,unemployed,Rejected, 0.53 
10948,I need a loan to buy a truck and start a moving business.,"? 138,734.00",737,82724,14.5,unemployed,Rejected, 0.60 
10949,I need funds to pay for my pilot training program.,"? 80,371.00",681,32136,16.67,employed,Approved, 0.40 
10950,I need a loan to pay for legal fees related to my business license.,"? 23,007.00",318,12837,150.72,unemployed,Rejected, 0.56 
10951,I want to consolidate my credit card debts into one manageable payment.,"? 87,327.00",309,37136,54.59,employed,Rejected, 0.43 
10952,I need funds to buy new furniture and appliances for my house.,"? 153,789.00",536,76197,24.58,employed,Rejected, 0.50 
10953,I need money to refinance my home loan at a lower interest rate.,"? 37,388.00",770,5888,69,employed,Rejected, 0.16 
10954,I need a loan to start a small business.,"? 188,338.00",780,4151,23.44,unemployed,Rejected, 0.02 
10955,I need a loan to build a website and market my freelance services.,"? 188,127.00",814,106379,21.37,employed,Approved, 0.57 
10956,I need a loan to upgrade my small music studio with better equipment.,"? 65,659.00",682,47282,48.96,employed,Rejected, 0.72 
10957,I want to buy a car for my rideshare business on Uber.,"? 131,776.00",567,23425,5.79,employed,Approved, 0.18 
10958,I want to invest in livestock to start a small dairy farm.,"? 167,060.00",326,45792,8.67,employed,Rejected, 0.27 
10959,I need money to purchase a food truck and start my own business.,"? 97,118.00",697,11930,34.38,unemployed,Rejected, 0.12 
10960,I want to pay off my payday loans and switch to a lower-interest option.,"? 44,244.00",784,29370,64.54,unemployed,Rejected, 0.66 
10961,I need money to invest in a franchise business opportunity.,"? 68,016.00",713,33628,41.54,employed,Approved, 0.49 
10962,I need money to purchase a food truck and start my own business.,"? 77,250.00",842,13918,23.53,employed,Approved, 0.18 
10963,I need funds to buy new furniture and appliances for my house.,"? 196,566.00",834,7630,11.38,employed,Approved, 0.04 
10964,I need financial support for medical treatment abroad.,"? 123,647.00",379,54113,28.17,unemployed,Rejected, 0.44 
10965,I need a loan to pay for a much-needed vacation after years of saving.,"? 137,384.00",755,22952,17.78,unemployed,Rejected, 0.17 
10966,I need money to cover funeral expenses for a loved one.,"? 102,602.00",568,60901,8.4,employed,Approved, 0.59 
10967,I want to pay off my payday loans and switch to a lower-interest option.,"? 98,634.00",779,7301,15.32,employed,Approved, 0.07 
10968,I need financial assistance to launch my own YouTube content creation business.,"? 90,222.00",697,19569,29.32,unemployed,Rejected, 0.22 
10969,I need financial help to cover unexpected veterinary bills for my pet.,"? 175,733.00",557,30038,20.42,employed,Approved, 0.17 
10970,I need funds to expand my home-based bakery to a physical store.,"? 127,423.00",344,31448,29.13,employed,Rejected, 0.25 
10971,I need a loan to buy a reliable used car for work commuting.,"? 27,532.00",381,19647,124.77,unemployed,Rejected, 0.71 
10972,I need money to purchase specialized tools for my auto repair shop.,"? 125,309.00",692,7092,38.95,employed,Approved, 0.06 
10973,I need money to cover adoption fees and related expenses.,"? 61,983.00",314,43490,10.7,employed,Rejected, 0.70 
10974,I need financial assistance to launch my own YouTube content creation business.,"? 100,728.00",433,68059,19.09,employed,Rejected, 0.68 
10975,I need money to cover unexpected legal expenses related to a dispute.,"? 85,073.00",651,24681,30.49,employed,Approved, 0.29 
10976,"I need a loan for home renovation, including a kitchen remodel.","? 177,921.00",618,44304,6.55,unemployed,Rejected, 0.25 
10977,I need a loan to support my side business selling handmade candles.,"? 191,605.00",711,29471,8.97,employed,Approved, 0.15 
10978,I need money to cover unexpected medical expenses from surgery.,"? 64,395.00",669,43382,34,employed,Rejected, 0.67 
10979,I need financial help to build my dream home in the countryside.,"? 47,763.00",381,27392,36.43,unemployed,Rejected, 0.57 
10980,I need a loan to cover moving expenses after being transferred to another city.,"? 111,263.00",463,42044,23.89,employed,Rejected, 0.38 
10981,I need a loan to pay for a down payment on my first home.,"? 122,100.00",627,94904,26.41,employed,Rejected, 0.78 
10982,I want to buy a car for my rideshare business on Uber.,"? 99,478.00",631,79569,6.75,employed,Rejected, 0.80 
10983,I need money to invest in a franchise business opportunity.,"? 58,670.00",823,32593,77.32,unemployed,Rejected, 0.56 
10984,I need a loan to buy a truck and start a moving business.,"? 60,005.00",360,13556,80.81,employed,Rejected, 0.23 
10985,I need a loan to pay for a digital marketing course to grow my business.,"? 71,507.00",310,7629,44.14,unemployed,Rejected, 0.11 
10986,I need a loan to finance my MBA and career advancement.,"? 66,488.00",822,24999,56.84,unemployed,Rejected, 0.38 
10987,I need money to invest in stock trading and portfolio building.,"? 30,247.00",321,20585,106.35,employed,Rejected, 0.68 
10988,I want to invest in livestock to start a small dairy farm.,"? 78,466.00",783,4923,12.34,unemployed,Rejected, 0.06 
10989,I need money to purchase a food truck and start my own business.,"? 171,648.00",360,26209,21.81,employed,Rejected, 0.15 
10990,I need a loan to pay off overdue electricity and water bills.,"? 192,904.00",732,112123,11.22,employed,Approved, 0.58 
10991,I need funds to pay for my pilot training program.,"? 159,598.00",840,68468,22.31,unemployed,Rejected, 0.43 
10992,I need financial help to install a swimming pool in my backyard.,"? 26,732.00",493,4293,165.5,employed,Rejected, 0.16 
10993,I need financial help to cover unexpected veterinary bills for my pet.,"? 146,863.00",338,26047,18.41,unemployed,Rejected, 0.18 
10994,I need money to buy new tools and materials for my woodworking business.,"? 39,884.00",819,12169,114.99,employed,Rejected, 0.31 
10995,I need financial help to build my dream home in the countryside.,"? 67,319.00",762,4527,69.87,employed,Rejected, 0.07 
10996,I want to start a small roadside food stall and need funds for equipment.,"? 149,399.00",507,68344,13.52,employed,Rejected, 0.46 
10997,"I need a loan for home renovation, including a kitchen remodel.","? 86,266.00",392,26388,25.26,employed,Rejected, 0.31 
10998,I want to buy a car for my rideshare business on Uber.,"? 199,778.00",619,79853,23.36,employed,Approved, 0.40 
10999,I want to consolidate my credit card debts into one manageable payment.,"? 89,213.00",436,19488,20.68,employed,Rejected, 0.22 
11000,I need funds to pay for my daughter's college tuition.,"? 199,052.00",696,144233,14.5,unemployed,Rejected, 0.72 
11001,I need money to cover adoption fees and related expenses.,"? 69,800.00",528,37818,31.53,unemployed,Rejected, 0.54 
11002,I want to start a mobile pet grooming service and need funds for supplies.,"? 37,554.00",534,29144,65.38,employed,Rejected, 0.78 
11003,I need funds to enroll in a professional certification program.,"? 36,673.00",591,22127,91.9,unemployed,Rejected, 0.60 
11004,I need financial support to open a daycare center in my neighborhood.,"? 142,869.00",622,29764,25.81,employed,Approved, 0.21 
11005,I need funds to launch my handmade jewelry brand online.,"? 42,174.00",556,11923,28.79,unemployed,Rejected, 0.28 
11006,I want to expand my small online clothing store.,"? 139,641.00",494,24268,7.63,unemployed,Rejected, 0.17 
11007,I need a loan to pay off overdue electricity and water bills.,"? 59,226.00",418,31027,72.75,employed,Rejected, 0.52 
11008,I need financial help to build my dream home in the countryside.,"? 144,178.00",708,61614,8.66,unemployed,Rejected, 0.43 
11009,"I need financial help to cover wedding expenses, including the venue and catering.","? 79,880.00",635,47667,58.49,employed,Rejected, 0.60 
11010,I need funds to pay for my daughter's college tuition.,"? 30,246.00",640,18062,99.64,unemployed,Rejected, 0.60 
11011,I need financial assistance to buy farm equipment for my agricultural business.,"? 137,688.00",459,28567,26.92,unemployed,Rejected, 0.21 
11012,I need a loan to relocate to a new city after getting a job offer.,"? 122,500.00",802,35434,21.72,employed,Approved, 0.29 
11013,I want to invest in a rental property as a source of passive income.,"? 67,724.00",693,48081,26.15,employed,Rejected, 0.71 
11014,I want to make home improvements like installing solar panels.,"? 103,867.00",356,76849,39.61,employed,Rejected, 0.74 
11015,I want to invest in livestock to start a small dairy farm.,"? 180,781.00",816,12750,10.09,employed,Approved, 0.07 
11016,I need a loan to develop and launch my mobile app startup.,"? 39,800.00",529,29785,46.63,unemployed,Rejected, 0.75 
11017,"I need a loan for home renovation, including a kitchen remodel.","? 86,332.00",629,29387,8.94,unemployed,Rejected, 0.34 
11018,I need money to cover unexpected medical expenses from surgery.,"? 150,084.00",468,40154,30.38,employed,Rejected, 0.27 
11019,I need funds to pay for my daughter's college tuition.,"? 127,521.00",442,60961,29.81,employed,Rejected, 0.48 
11020,I need funds to upgrade my computer and buy software for freelance work.,"? 107,812.00",426,76167,13.04,unemployed,Rejected, 0.71 
11021,I need a loan to pay for an international vacation with my family.,"? 181,162.00",752,39245,27.14,unemployed,Rejected, 0.22 
11022,I need money to buy new tools and materials for my woodworking business.,"? 162,284.00",692,82847,23.24,employed,Approved, 0.51 
11023,I need financial assistance to buy farm equipment for my agricultural business.,"? 119,461.00",340,21240,39.59,unemployed,Rejected, 0.18 
11024,I need money to publish and market my self-written book.,"? 131,448.00",500,71096,18.56,unemployed,Rejected, 0.54 
11025,I want to buy a car for my rideshare business on Uber.,"? 114,786.00",701,18471,9.81,employed,Approved, 0.16 
11026,I need money to invest in a franchise business opportunity.,"? 178,899.00",656,42401,14.44,employed,Approved, 0.24 
11027,I want to make home improvements like installing solar panels.,"? 29,335.00",639,3591,64.41,unemployed,Rejected, 0.12 
11028,I need a loan to pay for an international vacation with my family.,"? 107,605.00",691,62858,28.44,unemployed,Rejected, 0.58 
11029,I need a loan to pay for a down payment on my first home.,"? 47,408.00",516,5761,47.62,employed,Rejected, 0.12 
11030,I want to invest in livestock to start a small dairy farm.,"? 179,273.00",450,141613,25.89,employed,Rejected, 0.79 
11031,I want to consolidate my credit card debts into one manageable payment.,"? 90,785.00",472,43533,20.84,employed,Rejected, 0.48 
11032,I need financial help to build my dream home in the countryside.,"? 138,217.00",709,91295,18.77,unemployed,Rejected, 0.66 
11033,I need financial support to renovate my rental apartment.,"? 113,181.00",344,43406,33.44,unemployed,Rejected, 0.38 
11034,I need a loan to cover moving expenses after being transferred to another city.,"? 161,750.00",830,79724,16.7,employed,Approved, 0.49 
11035,I need funds to pay for my pilot training program.,"? 170,401.00",351,63995,14.7,unemployed,Rejected, 0.38 
11036,I need money to publish and market my self-written book.,"? 158,436.00",595,84950,28.87,unemployed,Rejected, 0.54 
11037,I need funds to upgrade my computer and buy software for freelance work.,"? 20,288.00",705,3393,37.17,unemployed,Rejected, 0.17 
11038,I need funds to pay for my daughter's college tuition.,"? 169,706.00",674,81602,25.97,employed,Approved, 0.48 
11039,I want to purchase land to start an organic farming venture.,"? 198,144.00",435,149289,6.01,employed,Rejected, 0.75 
11040,I need financial support for medical treatment abroad.,"? 20,233.00",808,9171,175.31,employed,Rejected, 0.45 
11041,"I need financial help to cover wedding expenses, including the venue and catering.","? 159,760.00",815,44216,6.84,employed,Approved, 0.28 
11042,I need money to cover unexpected medical expenses from surgery.,"? 62,675.00",525,14293,29.6,unemployed,Rejected, 0.23 
11043,I want to start a small roadside food stall and need funds for equipment.,"? 137,654.00",362,19492,20.09,unemployed,Rejected, 0.14 
11044,I need money to cover unexpected legal expenses related to a dispute.,"? 112,646.00",539,41315,35.9,employed,Rejected, 0.37 
11045,I need a loan to develop and launch my mobile app startup.,"? 137,669.00",406,19801,14.31,unemployed,Rejected, 0.14 
11046,I need a loan to pay off overdue electricity and water bills.,"? 85,164.00",443,67750,33.38,unemployed,Rejected, 0.80 
11047,I need money to cover unexpected medical expenses from surgery.,"? 99,647.00",380,23649,32.8,unemployed,Rejected, 0.24 
11048,I need funds to upgrade my computer and buy software for freelance work.,"? 66,486.00",440,9433,17.1,employed,Rejected, 0.14 
11049,I need funds to enroll in a professional certification program.,"? 105,472.00",608,36593,45.21,unemployed,Rejected, 0.35 
11050,I need money to publish and market my self-written book.,"? 111,887.00",315,40146,13,unemployed,Rejected, 0.36 
11051,I need money to purchase updated equipment for my photography business.,"? 24,796.00",372,18499,122.94,employed,Rejected, 0.75 
11052,I need a loan to start a small business.,"? 149,697.00",404,117657,14.14,unemployed,Rejected, 0.79 
11053,I need a loan to buy a truck and start a moving business.,"? 197,823.00",801,4875,10.2,unemployed,Rejected, 0.02 
11054,I need money to refinance my home loan at a lower interest rate.,"? 99,568.00",703,59570,5.71,employed,Approved, 0.60 
11055,I need financial support to pay for my son's football training program.,"? 65,072.00",358,3603,38.67,employed,Rejected, 0.06 
11056,I need money to cover adoption fees and related expenses.,"? 196,941.00",605,75391,2.84,unemployed,Rejected, 0.38 
11057,I need money to cover unexpected medical expenses from surgery.,"? 46,894.00",462,30160,21.19,unemployed,Rejected, 0.64 
11058,I need funds to expand my home-based bakery to a physical store.,"? 187,774.00",510,82364,25.56,employed,Rejected, 0.44 
11059,I need a loan to pay for legal fees related to my business license.,"? 38,179.00",580,12948,70.96,employed,Rejected, 0.34 
11060,I need a loan to cover emergency expenses after a natural disaster.,"? 60,992.00",316,16651,35.19,employed,Rejected, 0.27 
11061,I need a loan to buy a motorcycle for daily transportation.,"? 158,645.00",745,115261,25.3,unemployed,Rejected, 0.73 
11062,I need funds to expand my home-based bakery to a physical store.,"? 139,858.00",749,51253,19.75,unemployed,Rejected, 0.37 
11063,I need a loan to pay for legal fees related to my business license.,"? 179,973.00",813,53755,27.19,unemployed,Rejected, 0.30 
11064,I need a loan to finance my MBA and career advancement.,"? 74,078.00",454,38264,9.83,unemployed,Rejected, 0.52 
11065,I need a loan to upgrade my small music studio with better equipment.,"? 44,800.00",716,24243,85.39,employed,Rejected, 0.54 
11066,I need a loan to cover emergency expenses after a natural disaster.,"? 172,655.00",301,124766,22.83,employed,Rejected, 0.72 
11067,I want to expand my small online clothing store.,"? 99,774.00",689,68523,12.44,unemployed,Rejected, 0.69 
11068,I need a loan to relocate to a new city after getting a job offer.,"? 184,700.00",467,60880,19.61,employed,Rejected, 0.33 
11069,I need money to start a home-based catering business.,"? 122,218.00",772,31305,32.95,employed,Approved, 0.26 
11070,I need a loan to cover hospital bills after an unexpected surgery.,"? 121,742.00",586,44758,12.6,employed,Approved, 0.37 
11071,I need money to publish and market my self-written book.,"? 155,595.00",479,19528,13.23,unemployed,Rejected, 0.13 
11072,I need funds to buy new furniture and appliances for my house.,"? 183,638.00",720,114208,23.11,unemployed,Rejected, 0.62 
11073,I need money to invest in stock trading and portfolio building.,"? 197,688.00",802,39932,9.59,employed,Approved, 0.20 
11074,I need a loan to buy a truck and start a moving business.,"? 61,151.00",561,47751,71.55,employed,Rejected, 0.78 
11075,I need funds to stock inventory for my new retail store.,"? 190,199.00",388,61427,11.14,employed,Rejected, 0.32 
11076,I need a loan to cover hospital bills after an unexpected surgery.,"? 21,393.00",702,9470,45.4,unemployed,Rejected, 0.44 
11077,I need a loan to pay for a digital marketing course to grow my business.,"? 125,958.00",320,52926,22.57,employed,Rejected, 0.42 
11078,I need money to invest in stock trading and portfolio building.,"? 86,136.00",679,49025,7.86,unemployed,Rejected, 0.57 
11079,I need financial help to cover maternity and delivery expenses.,"? 194,660.00",836,101232,8.22,employed,Approved, 0.52 
11080,I need funds to expand my home-based bakery to a physical store.,"? 172,829.00",397,73489,10.47,employed,Rejected, 0.43 
11081,I need a loan to upgrade my small music studio with better equipment.,"? 197,002.00",372,89858,7.73,employed,Rejected, 0.46 
11082,I need financial support for medical treatment abroad.,"? 103,897.00",701,11927,15.49,unemployed,Rejected, 0.11 
11083,I need money to start a home-based catering business.,"? 144,603.00",746,40285,5.61,unemployed,Rejected, 0.28 
11084,I need a loan to relocate to a new city after getting a job offer.,"? 97,940.00",450,15228,22.93,unemployed,Rejected, 0.16 
11085,I need a loan to develop and launch my mobile app startup.,"? 197,549.00",726,99358,12.98,employed,Approved, 0.50 
11086,I need funds to expand my home-based bakery to a physical store.,"? 38,437.00",704,9401,22.35,unemployed,Rejected, 0.24 
11087,I need money to purchase a food truck and start my own business.,"? 84,559.00",327,58499,8.01,employed,Rejected, 0.69 
11088,I need a loan to cover hospital bills after an unexpected surgery.,"? 141,382.00",702,91376,21.47,employed,Rejected, 0.65 
11089,I need financial help to cover maternity and delivery expenses.,"? 77,121.00",373,41417,24.99,unemployed,Rejected, 0.54 
11090,I want to start a mobile pet grooming service and need funds for supplies.,"? 74,990.00",773,32309,31.48,unemployed,Rejected, 0.43 
11091,I need money to open a small bookstore and café.,"? 178,142.00",529,124838,20.94,unemployed,Rejected, 0.70 
11092,I need financial support for medical treatment abroad.,"? 99,987.00",480,23134,21.84,unemployed,Rejected, 0.23 
11093,I need money to publish and market my self-written book.,"? 101,761.00",373,71623,16.26,unemployed,Rejected, 0.70 
11094,I need money to invest in a franchise business opportunity.,"? 47,782.00",436,10477,79.68,unemployed,Rejected, 0.22 
11095,I want to make home improvements like installing solar panels.,"? 61,802.00",586,41143,69.94,unemployed,Rejected, 0.67 
11096,I need money to invest in stock trading and portfolio building.,"? 179,715.00",593,133385,26.8,employed,Rejected, 0.74 
11097,I need a loan to cover hospital bills after an unexpected surgery.,"? 29,747.00",716,4990,138.29,employed,Rejected, 0.17 
11098,I need financial help to cover unexpected veterinary bills for my pet.,"? 110,960.00",711,2400,9.84,unemployed,Rejected, 0.02 
11099,I need funds to pay for my daughter's college tuition.,"? 166,545.00",735,50185,21.58,employed,Approved, 0.30 
11100,I want to pay off my payday loans and switch to a lower-interest option.,"? 156,631.00",702,35881,24.25,employed,Approved, 0.23 
11101,"I need a loan for home renovation, including a kitchen remodel.","? 119,202.00",463,61312,19.36,employed,Rejected, 0.51 
11102,I need funds to pay for my pilot training program.,"? 111,072.00",701,26458,40.83,unemployed,Rejected, 0.24 
11103,I need funds to launch my handmade jewelry brand online.,"? 38,235.00",486,12019,17.47,unemployed,Rejected, 0.31 
11104,I need a loan to pay for an international vacation with my family.,"? 113,016.00",431,4451,33.55,unemployed,Rejected, 0.04 
11105,I want to start a local transportation service and need funds for a van.,"? 130,384.00",606,101434,27.19,unemployed,Rejected, 0.78 
11106,I need a loan to start a small business.,"? 49,775.00",730,25597,86.58,employed,Rejected, 0.51 
11107,I need money to cover unexpected medical expenses from surgery.,"? 59,572.00",545,25922,29.64,employed,Rejected, 0.44 
11108,I need a loan to buy a truck and start a moving business.,"? 27,945.00",709,8999,104.94,employed,Rejected, 0.32 
11109,I need money to cover funeral expenses for a loved one.,"? 143,790.00",638,91380,21.12,employed,Rejected, 0.64 
11110,I need funds to buy new furniture and appliances for my house.,"? 105,921.00",601,48896,18.69,employed,Approved, 0.46 
11111,I need a loan to buy a motorcycle for daily transportation.,"? 174,241.00",319,95212,14.58,unemployed,Rejected, 0.55 
11112,I need a loan to pay off overdue electricity and water bills.,"? 164,524.00",662,122663,27.06,unemployed,Rejected, 0.75 
11113,I need money to cover unexpected legal expenses related to a dispute.,"? 96,053.00",349,6125,28.37,employed,Rejected, 0.06 
11114,I need funds to upgrade my computer and buy software for freelance work.,"? 102,841.00",389,53318,6.26,unemployed,Rejected, 0.52 
11115,I need money to invest in a franchise business opportunity.,"? 23,324.00",682,17826,177.71,employed,Rejected, 0.76 
11116,I need funds to launch my handmade jewelry brand online.,"? 169,099.00",460,69428,27.81,employed,Rejected, 0.41 
11117,I want to start a local transportation service and need funds for a van.,"? 42,340.00",644,17132,93.31,employed,Rejected, 0.40 
11118,I need financial help to pay off my high-interest payday loans.,"? 118,213.00",800,23093,7.34,employed,Approved, 0.20 
11119,I want to make home improvements like installing solar panels.,"? 127,926.00",699,88078,24.52,employed,Rejected, 0.69 
11120,I need a loan to buy a motorcycle for daily transportation.,"? 161,285.00",486,116165,24.42,employed,Rejected, 0.72 
11121,I need financial help to build my dream home in the countryside.,"? 181,102.00",818,104247,24.69,unemployed,Rejected, 0.58 
11122,I need financial assistance to launch my own YouTube content creation business.,"? 192,259.00",396,145685,19.04,employed,Rejected, 0.76 
11123,I need a loan to pay for a much-needed vacation after years of saving.,"? 87,674.00",492,12366,34.4,employed,Rejected, 0.14 
11124,I need funds to launch my handmade jewelry brand online.,"? 83,255.00",525,50525,23.52,unemployed,Rejected, 0.61 
11125,I need a loan to cover hospital bills after an unexpected surgery.,"? 94,686.00",501,62122,24.85,unemployed,Rejected, 0.66 
11126,I want to invest in a rental property as a source of passive income.,"? 33,748.00",538,22068,72,employed,Rejected, 0.65 
11127,I need financial assistance to launch my own YouTube content creation business.,"? 142,073.00",574,106029,19.26,unemployed,Rejected, 0.75 
11128,I need financial assistance to launch my own YouTube content creation business.,"? 36,914.00",411,12472,71.97,unemployed,Rejected, 0.34 
11129,I need money to purchase updated equipment for my photography business.,"? 127,232.00",303,51186,34.64,unemployed,Rejected, 0.40 
11130,I need a loan to relocate to a new city after getting a job offer.,"? 117,009.00",749,65669,32.92,unemployed,Rejected, 0.56 
11131,I want to buy a car for my rideshare business on Uber.,"? 27,199.00",377,18854,131.87,employed,Rejected, 0.69 
11132,I need money to open a small bookstore and café.,"? 45,147.00",591,31872,102.29,employed,Rejected, 0.71 
11133,I need money to cover unexpected medical expenses from surgery.,"? 138,613.00",599,95294,29.2,employed,Rejected, 0.69 
11134,I need financial help to pay off my high-interest payday loans.,"? 139,640.00",809,66040,9.86,employed,Approved, 0.47 
11135,I want to consolidate my credit card debts into one manageable payment.,"? 49,314.00",737,39317,93.19,unemployed,Rejected, 0.80 
11136,I need financial support to open a daycare center in my neighborhood.,"? 117,768.00",456,63287,10.13,unemployed,Rejected, 0.54 
11137,I need a loan to pay for my son's medical treatment and therapy.,"? 191,021.00",700,146722,13.4,unemployed,Rejected, 0.77 
11138,I need funds to buy new furniture and appliances for my house.,"? 164,960.00",733,39776,25.36,unemployed,Rejected, 0.24 
11139,I need a loan to pay off overdue electricity and water bills.,"? 166,131.00",323,103698,29.35,unemployed,Rejected, 0.62 
11140,I want to make home improvements like installing solar panels.,"? 99,602.00",682,76434,35.7,unemployed,Rejected, 0.77 
11141,I want to purchase land to start an organic farming venture.,"? 139,141.00",501,9601,29.64,unemployed,Rejected, 0.07 
11142,I need funds to expand my home-based bakery to a physical store.,"? 138,486.00",780,18175,34.05,employed,Approved, 0.13 
11143,I want to purchase land to start an organic farming venture.,"? 131,251.00",385,86054,13.2,employed,Rejected, 0.66 
11144,I want to invest in livestock to start a small dairy farm.,"? 184,394.00",532,127106,8.44,unemployed,Rejected, 0.69 
11145,I need a loan to repair my car after an accident.,"? 175,931.00",392,75465,17.53,unemployed,Rejected, 0.43 
11146,I need money to cover funeral expenses for a loved one.,"? 171,477.00",761,122589,17.95,unemployed,Rejected, 0.71 
11147,I need a loan to pay for a much-needed vacation after years of saving.,"? 172,915.00",718,131945,14.09,employed,Rejected, 0.76 
11148,I need financial help to install a swimming pool in my backyard.,"? 41,020.00",793,32805,69.13,employed,Rejected, 0.80 
11149,I need money to start a home-based catering business.,"? 30,213.00",742,21761,39.91,unemployed,Rejected, 0.72 
11150,I want to purchase land to start an organic farming venture.,"? 49,744.00",389,21713,74,unemployed,Rejected, 0.44 
11151,I need a loan to repair my car after an accident.,"? 94,225.00",586,55061,9.37,employed,Approved, 0.58 
11152,I need financial help to pay off my high-interest payday loans.,"? 50,907.00",335,7638,85.56,unemployed,Rejected, 0.15 
11153,I need financial support for medical treatment abroad.,"? 133,587.00",725,56009,34.19,unemployed,Rejected, 0.42 
11154,I need a loan to buy a motorcycle for daily transportation.,"? 139,259.00",816,29139,14.83,employed,Approved, 0.21 
11155,I need money to cover adoption fees and related expenses.,"? 119,426.00",512,27142,31.19,employed,Rejected, 0.23 
11156,I need money to invest in a franchise business opportunity.,"? 155,425.00",478,26357,16.06,unemployed,Rejected, 0.17 
11157,I want to start a local transportation service and need funds for a van.,"? 38,690.00",429,2464,20.74,unemployed,Rejected, 0.06 
11158,I need money to purchase specialized tools for my auto repair shop.,"? 165,839.00",759,111651,9.26,unemployed,Rejected, 0.67 
11159,I need financial assistance to buy farm equipment for my agricultural business.,"? 117,114.00",732,12309,37,unemployed,Rejected, 0.11 
11160,I want to start a small roadside food stall and need funds for equipment.,"? 23,897.00",374,18793,64.16,employed,Rejected, 0.79 
11161,I need financial help to build my dream home in the countryside.,"? 199,765.00",665,21601,12.1,unemployed,Rejected, 0.11 
11162,I need funds to upgrade my computer and buy software for freelance work.,"? 121,350.00",327,90893,30.45,employed,Rejected, 0.75 
11163,I want to purchase land to start an organic farming venture.,"? 31,055.00",301,21968,107.16,unemployed,Rejected, 0.71 
11164,I want to purchase land to start an organic farming venture.,"? 63,478.00",639,4281,28.55,employed,Approved, 0.07 
11165,I need a loan to cover moving expenses after being transferred to another city.,"? 105,926.00",683,67742,33.76,unemployed,Rejected, 0.64 
11166,I need financial help to install a swimming pool in my backyard.,"? 107,970.00",486,20859,13.74,employed,Rejected, 0.19 
11167,"I need financial help to cover wedding expenses, including the venue and catering.","? 24,832.00",694,16673,111.57,unemployed,Rejected, 0.67 
11168,I need a loan to cover hospital bills after an unexpected surgery.,"? 188,218.00",418,72339,12.99,employed,Rejected, 0.38 
11169,I need a loan to relocate to a new city after getting a job offer.,"? 41,750.00",819,31817,115.31,employed,Rejected, 0.76 
11170,I need money to cover funeral expenses for a loved one.,"? 94,771.00",447,50619,5.36,unemployed,Rejected, 0.53 
11171,I need money to cover adoption fees and related expenses.,"? 37,740.00",811,10194,18.01,unemployed,Rejected, 0.27 
11172,I want to buy a car for my rideshare business on Uber.,"? 157,607.00",783,104705,29.87,employed,Rejected, 0.66 
11173,I need financial assistance to buy farm equipment for my agricultural business.,"? 148,173.00",697,17302,9.64,employed,Approved, 0.12 
11174,I need financial assistance to launch my own YouTube content creation business.,"? 146,723.00",411,31829,9.97,employed,Rejected, 0.22 
11175,I need a loan to cover moving expenses after being transferred to another city.,"? 122,124.00",651,30617,31.32,unemployed,Rejected, 0.25 
11176,I need a loan to pay for a much-needed vacation after years of saving.,"? 178,300.00",302,26179,27.59,unemployed,Rejected, 0.15 
11177,I want to buy a car for my rideshare business on Uber.,"? 113,838.00",404,56302,17.32,unemployed,Rejected, 0.49 
11178,I need a loan to buy a motorcycle for daily transportation.,"? 63,801.00",456,36597,11.79,unemployed,Rejected, 0.57 
11179,I want to expand my small online clothing store.,"? 199,531.00",328,27338,7.08,employed,Rejected, 0.14 
11180,I need money to cover unexpected medical expenses from surgery.,"? 115,291.00",325,50932,36.79,employed,Rejected, 0.44 
11181,I need a loan to cover moving expenses after being transferred to another city.,"? 147,104.00",498,70424,16.53,employed,Rejected, 0.48 
11182,I need money to start a home-based catering business.,"? 123,947.00",306,74206,39.57,employed,Rejected, 0.60 
11183,I need a loan to cover moving expenses after being transferred to another city.,"? 136,371.00",609,98079,4.41,unemployed,Rejected, 0.72 
11184,I need money to purchase a food truck and start my own business.,"? 74,429.00",618,19685,34.16,employed,Approved, 0.26 
11185,I want to start a small roadside food stall and need funds for equipment.,"? 116,722.00",685,51529,28.38,employed,Approved, 0.44 
11186,I need financial support to open a daycare center in my neighborhood.,"? 68,713.00",389,12157,28.5,employed,Rejected, 0.18 
11187,I need financial support for medical treatment abroad.,"? 182,674.00",682,31024,3.09,unemployed,Rejected, 0.17 
11188,I need funds to pay for my pilot training program.,"? 41,524.00",340,5411,42.71,employed,Rejected, 0.13 
11189,I need financial support to open a daycare center in my neighborhood.,"? 109,043.00",814,73904,4.86,unemployed,Rejected, 0.68 
